[2023-09-06 15:28:15.321 | workflowName: LongRunningWorkflow | activityName: A | iteration: 0] - Activity started
[2023-09-06 15:28:16.279 | workflowName: LongRunningWorkflow | activityName: A | iteration: 3] - Incrementing workflow iteration...
[2023-09-06 15:28:16.279 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Mapping task arguments...
[2023-09-06 15:28:16.279 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":4}
[2023-09-06 15:28:16.280 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Executing task
[2023-09-06 15:28:16.280 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Setup results file before task execution
[2023-09-06 15:28:16.281 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Executing task
[2023-09-06 15:28:16.481 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Task execution finished with a running time of: 199ms
[2023-09-06 15:28:16.482 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Collecting task results...
[2023-09-06 15:28:16.483 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Task results collected: [A4]
[2023-09-06 15:28:16.483 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Emit task results...
[2023-09-06 15:28:16.486 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Incrementing workflow iteration...
[2023-09-06 15:28:16.486 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Mapping task arguments...
[2023-09-06 15:28:16.487 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":5}
[2023-09-06 15:28:16.488 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Executing task
[2023-09-06 15:28:16.488 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Setup results file before task execution
[2023-09-06 15:28:16.489 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Executing task
[2023-09-06 15:28:16.674 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Task execution finished with a running time of: 185ms
[2023-09-06 15:28:16.675 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Collecting task results...
[2023-09-06 15:28:16.675 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Task results collected: [A5]
[2023-09-06 15:28:16.676 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Emit task results...
[2023-09-06 15:28:16.678 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Incrementing workflow iteration...
[2023-09-06 15:28:16.678 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Mapping task arguments...
[2023-09-06 15:28:16.679 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":6}
[2023-09-06 15:28:16.680 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Executing task
[2023-09-06 15:28:16.680 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Setup results file before task execution
[2023-09-06 15:28:16.681 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Executing task
[2023-09-06 15:28:16.885 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Task execution finished with a running time of: 204ms
[2023-09-06 15:28:16.886 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Collecting task results...
[2023-09-06 15:28:16.887 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Task results collected: [A6]
[2023-09-06 15:28:16.887 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Emit task results...
[2023-09-06 15:28:16.890 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Incrementing workflow iteration...
[2023-09-06 15:28:16.890 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Mapping task arguments...
[2023-09-06 15:28:16.891 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":7}
[2023-09-06 15:28:16.892 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Executing task
[2023-09-06 15:28:16.892 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Setup results file before task execution
[2023-09-06 15:28:16.892 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Executing task
[2023-09-06 15:28:17.099 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Task execution finished with a running time of: 206ms
[2023-09-06 15:28:17.099 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Collecting task results...
[2023-09-06 15:28:17.101 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Task results collected: [A7]
[2023-09-06 15:28:17.101 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Emit task results...
[2023-09-06 15:28:17.104 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Incrementing workflow iteration...
[2023-09-06 15:28:17.104 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Mapping task arguments...
[2023-09-06 15:28:17.105 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":8}
[2023-09-06 15:28:17.106 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Executing task
[2023-09-06 15:28:17.106 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Setup results file before task execution
[2023-09-06 15:28:17.107 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Executing task
[2023-09-06 15:28:17.327 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Task execution finished with a running time of: 219ms
[2023-09-06 15:28:17.328 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Collecting task results...
[2023-09-06 15:28:17.328 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Task results collected: [A8]
[2023-09-06 15:28:17.329 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Emit task results...
[2023-09-06 15:28:17.332 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Incrementing workflow iteration...
[2023-09-06 15:28:17.332 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Mapping task arguments...
[2023-09-06 15:28:17.333 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":9}
[2023-09-06 15:28:17.334 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Executing task
[2023-09-06 15:28:17.335 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Setup results file before task execution
[2023-09-06 15:28:17.335 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Executing task
[2023-09-06 15:28:17.583 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Task execution finished with a running time of: 247ms
[2023-09-06 15:28:17.585 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Collecting task results...
[2023-09-06 15:28:17.586 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Task results collected: [A9]
[2023-09-06 15:28:17.586 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Emit task results...
[2023-09-06 15:28:17.591 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Finished Activity execution with a total lasting time of: 2422ms
[2023-09-06 15:28:25.972 | workflowName: LongRunningWorkflow | activityName: B | iteration: 0] - Task execution finished with a running time of: 10237ms
[2023-09-06 15:28:25.973 | workflowName: LongRunningWorkflow | activityName: B | iteration: 0] - Collecting task results...
[2023-09-06 15:28:25.979 | workflowName: LongRunningWorkflow | activityName: B | iteration: 0] - Task results collected: [A0-B0]
[2023-09-06 15:28:25.980 | workflowName: LongRunningWorkflow | activityName: B | iteration: 0] - Emit task results...
[2023-09-06 15:28:25.982 | workflowName: LongRunningWorkflow | activityName: B | iteration: 0] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:28:25.987 | workflowName: LongRunningWorkflow | activityName: B | iteration: 0] - Incrementing workflow iteration...
[2023-09-06 15:28:25.988 | workflowName: LongRunningWorkflow | activityName: B | iteration: 1] - Waiting for tokens...
[2023-09-06 15:28:25.991 | workflowName: LongRunningWorkflow | activityName: B | iteration: 1] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@31304f14}]
[2023-09-06 15:28:25.992 | workflowName: LongRunningWorkflow | activityName: B | iteration: 1] - Mapping task arguments...
[2023-09-06 15:28:25.993 | workflowName: LongRunningWorkflow | activityName: B | iteration: 1] - Task will be executed with the following arguments: {"arguments":["A1"],"constants":["10","B"],"currentIteration":1}
[2023-09-06 15:28:25.993 | workflowName: LongRunningWorkflow | activityName: B | iteration: 1] - Executing task
[2023-09-06 15:28:25.993 | workflowName: LongRunningWorkflow | activityName: B | iteration: 1] - Setup results file before task execution
[2023-09-06 15:28:25.995 | workflowName: LongRunningWorkflow | activityName: B | iteration: 1] - Executing task
[2023-09-06 15:28:26.016 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@2145b572}]
[2023-09-06 15:28:26.017 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Mapping task arguments...
[2023-09-06 15:28:26.033 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Task will be executed with the following arguments: {"arguments":["A0-B0"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":0}
[2023-09-06 15:28:26.038 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Executing task
[2023-09-06 15:28:26.038 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Setup results file before task execution
[2023-09-06 15:28:26.041 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Executing task
[2023-09-06 15:28:26.345 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Task execution finished with a running time of: 267ms
[2023-09-06 15:28:26.346 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Collecting task results...
[2023-09-06 15:28:26.350 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Task results collected: [A0-B0-C0]
[2023-09-06 15:28:26.350 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Emit task results...
[2023-09-06 15:28:26.351 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - created output ports []
[2023-09-06 15:28:26.353 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Incrementing workflow iteration...
[2023-09-06 15:28:26.354 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Waiting for tokens...
[2023-09-06 15:28:36.260 | workflowName: LongRunningWorkflow | activityName: B | iteration: 1] - Task execution finished with a running time of: 10264ms
[2023-09-06 15:28:36.262 | workflowName: LongRunningWorkflow | activityName: B | iteration: 1] - Collecting task results...
[2023-09-06 15:28:36.263 | workflowName: LongRunningWorkflow | activityName: B | iteration: 1] - Task results collected: [A1-B1]
[2023-09-06 15:28:36.263 | workflowName: LongRunningWorkflow | activityName: B | iteration: 1] - Emit task results...
[2023-09-06 15:28:36.267 | workflowName: LongRunningWorkflow | activityName: B | iteration: 1] - Incrementing workflow iteration...
[2023-09-06 15:28:36.268 | workflowName: LongRunningWorkflow | activityName: B | iteration: 2] - Waiting for tokens...
[2023-09-06 15:28:36.271 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@6302bbb1}]
[2023-09-06 15:28:36.271 | workflowName: LongRunningWorkflow | activityName: B | iteration: 2] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@128d2484}]
[2023-09-06 15:28:36.272 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Mapping task arguments...
[2023-09-06 15:28:36.272 | workflowName: LongRunningWorkflow | activityName: B | iteration: 2] - Mapping task arguments...
[2023-09-06 15:28:36.273 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Task will be executed with the following arguments: {"arguments":["A1-B1"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":1}
[2023-09-06 15:28:36.274 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Executing task
[2023-09-06 15:28:36.273 | workflowName: LongRunningWorkflow | activityName: B | iteration: 2] - Task will be executed with the following arguments: {"arguments":["A2"],"constants":["10","B"],"currentIteration":2}
[2023-09-06 15:28:36.274 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Setup results file before task execution
[2023-09-06 15:28:36.273 | workflowName: LongRunningWorkflow | activityName: B | iteration: 2] - Executing task
[2023-09-06 15:28:36.274 | workflowName: LongRunningWorkflow | activityName: B | iteration: 2] - Setup results file before task execution
[2023-09-06 15:28:36.275 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Executing task
[2023-09-06 15:28:36.275 | workflowName: LongRunningWorkflow | activityName: B | iteration: 2] - Executing task
[2023-09-06 15:28:36.568 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Task execution finished with a running time of: 293ms
[2023-09-06 15:28:36.570 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Collecting task results...
[2023-09-06 15:28:36.571 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Task results collected: [A1-B1-C1]
[2023-09-06 15:28:36.571 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Emit task results...
[2023-09-06 15:28:36.572 | workflowName: LongRunningWorkflow | activityName: C | iteration: 1] - Incrementing workflow iteration...
[2023-09-06 15:28:36.572 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Waiting for tokens...
[2023-09-06 15:28:46.525 | workflowName: LongRunningWorkflow | activityName: B | iteration: 2] - Task execution finished with a running time of: 10250ms
[2023-09-06 15:28:46.527 | workflowName: LongRunningWorkflow | activityName: B | iteration: 2] - Collecting task results...
[2023-09-06 15:28:46.527 | workflowName: LongRunningWorkflow | activityName: B | iteration: 2] - Task results collected: [A2-B2]
[2023-09-06 15:28:46.528 | workflowName: LongRunningWorkflow | activityName: B | iteration: 2] - Emit task results...
[2023-09-06 15:28:46.531 | workflowName: LongRunningWorkflow | activityName: B | iteration: 2] - Incrementing workflow iteration...
[2023-09-06 15:28:46.531 | workflowName: LongRunningWorkflow | activityName: B | iteration: 3] - Waiting for tokens...
[2023-09-06 15:28:46.533 | workflowName: LongRunningWorkflow | activityName: B | iteration: 3] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@7cc0cdad}]
[2023-09-06 15:28:46.534 | workflowName: LongRunningWorkflow | activityName: B | iteration: 3] - Mapping task arguments...
[2023-09-06 15:28:46.534 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@459e9125}]
[2023-09-06 15:28:46.534 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Mapping task arguments...
[2023-09-06 15:28:46.534 | workflowName: LongRunningWorkflow | activityName: B | iteration: 3] - Task will be executed with the following arguments: {"arguments":["A3"],"constants":["10","B"],"currentIteration":3}
[2023-09-06 15:28:46.534 | workflowName: LongRunningWorkflow | activityName: B | iteration: 3] - Executing task
[2023-09-06 15:28:46.535 | workflowName: LongRunningWorkflow | activityName: B | iteration: 3] - Setup results file before task execution
[2023-09-06 15:28:46.535 | workflowName: LongRunningWorkflow | activityName: B | iteration: 3] - Executing task
[2023-09-06 15:28:46.535 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Task will be executed with the following arguments: {"arguments":["A2-B2"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":2}
[2023-09-06 15:28:46.536 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Executing task
[2023-09-06 15:28:46.536 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Setup results file before task execution
[2023-09-06 15:28:46.537 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Executing task
[2023-09-06 15:28:46.812 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Task execution finished with a running time of: 275ms
[2023-09-06 15:28:46.813 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Collecting task results...
[2023-09-06 15:28:46.814 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Task results collected: [A2-B2-C2]
[2023-09-06 15:28:46.815 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Emit task results...
[2023-09-06 15:28:46.815 | workflowName: LongRunningWorkflow | activityName: C | iteration: 2] - Incrementing workflow iteration...
[2023-09-06 15:28:46.816 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Waiting for tokens...
[2023-09-06 15:28:56.775 | workflowName: LongRunningWorkflow | activityName: B | iteration: 3] - Task execution finished with a running time of: 10239ms
[2023-09-06 15:28:56.776 | workflowName: LongRunningWorkflow | activityName: B | iteration: 3] - Collecting task results...
[2023-09-06 15:28:56.777 | workflowName: LongRunningWorkflow | activityName: B | iteration: 3] - Task results collected: [A3-B3]
[2023-09-06 15:28:56.778 | workflowName: LongRunningWorkflow | activityName: B | iteration: 3] - Emit task results...
[2023-09-06 15:28:56.781 | workflowName: LongRunningWorkflow | activityName: B | iteration: 3] - Incrementing workflow iteration...
[2023-09-06 15:28:56.781 | workflowName: LongRunningWorkflow | activityName: B | iteration: 4] - Waiting for tokens...
[2023-09-06 15:28:56.783 | workflowName: LongRunningWorkflow | activityName: B | iteration: 4] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@7c7b252e}]
[2023-09-06 15:28:56.783 | workflowName: LongRunningWorkflow | activityName: B | iteration: 4] - Mapping task arguments...
[2023-09-06 15:28:56.783 | workflowName: LongRunningWorkflow | activityName: B | iteration: 4] - Task will be executed with the following arguments: {"arguments":["A4"],"constants":["10","B"],"currentIteration":4}
[2023-09-06 15:28:56.784 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@128d2484}]
[2023-09-06 15:28:56.784 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Mapping task arguments...
[2023-09-06 15:28:56.784 | workflowName: LongRunningWorkflow | activityName: B | iteration: 4] - Executing task
[2023-09-06 15:28:56.784 | workflowName: LongRunningWorkflow | activityName: B | iteration: 4] - Setup results file before task execution
[2023-09-06 15:28:56.785 | workflowName: LongRunningWorkflow | activityName: B | iteration: 4] - Executing task
[2023-09-06 15:28:56.785 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Task will be executed with the following arguments: {"arguments":["A3-B3"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":3}
[2023-09-06 15:28:56.786 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Executing task
[2023-09-06 15:28:56.786 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Setup results file before task execution
[2023-09-06 15:28:56.787 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Executing task
[2023-09-06 15:28:57.036 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Task execution finished with a running time of: 248ms
[2023-09-06 15:28:57.037 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Collecting task results...
[2023-09-06 15:28:57.038 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Task results collected: [A3-B3-C3]
[2023-09-06 15:28:57.038 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Emit task results...
[2023-09-06 15:28:57.038 | workflowName: LongRunningWorkflow | activityName: C | iteration: 3] - Incrementing workflow iteration...
[2023-09-06 15:28:57.038 | workflowName: LongRunningWorkflow | activityName: C | iteration: 4] - Waiting for tokens...
[2023-09-06 15:29:06.997 | workflowName: LongRunningWorkflow | activityName: B | iteration: 4] - Task execution finished with a running time of: 10212ms
[2023-09-06 15:29:06.999 | workflowName: LongRunningWorkflow | activityName: B | iteration: 4] - Collecting task results...
[2023-09-06 15:29:06.999 | workflowName: LongRunningWorkflow | activityName: B | iteration: 4] - Task results collected: [A4-B4]
[2023-09-06 15:29:06.999 | workflowName: LongRunningWorkflow | activityName: B | iteration: 4] - Emit task results...
[2023-09-06 15:29:07.002 | workflowName: LongRunningWorkflow | activityName: B | iteration: 4] - Incrementing workflow iteration...
[2023-09-06 15:29:07.002 | workflowName: LongRunningWorkflow | activityName: B | iteration: 5] - Waiting for tokens...
[2023-09-06 15:29:07.003 | workflowName: LongRunningWorkflow | activityName: B | iteration: 5] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@4d5d943d}]
[2023-09-06 15:29:07.003 | workflowName: LongRunningWorkflow | activityName: B | iteration: 5] - Mapping task arguments...
