[2023-09-06 15:31:30.252 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 3] - Activity started
[2023-09-06 15:31:30.607 | workflowName: LongRunningWorkflow | activityName: A | iteration: 1] - Executing task
[2023-09-06 15:31:30.608 | workflowName: LongRunningWorkflow | activityName: A | iteration: 1] - Setup results file before task execution
[2023-09-06 15:31:30.609 | workflowName: LongRunningWorkflow | activityName: A | iteration: 1] - Executing task
[2023-09-06 15:31:30.887 | workflowName: LongRunningWorkflow | activityName: A | iteration: 1] - Task execution finished with a running time of: 278ms
[2023-09-06 15:31:30.889 | workflowName: LongRunningWorkflow | activityName: A | iteration: 1] - Collecting task results...
[2023-09-06 15:31:30.890 | workflowName: LongRunningWorkflow | activityName: A | iteration: 1] - Task results collected: [A1]
[2023-09-06 15:31:30.890 | workflowName: LongRunningWorkflow | activityName: A | iteration: 1] - Emit task results...
[2023-09-06 15:31:30.894 | workflowName: LongRunningWorkflow | activityName: A | iteration: 1] - Incrementing workflow iteration...
[2023-09-06 15:31:30.894 | workflowName: LongRunningWorkflow | activityName: A | iteration: 2] - Mapping task arguments...
[2023-09-06 15:31:30.895 | workflowName: LongRunningWorkflow | activityName: A | iteration: 2] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":2}
[2023-09-06 15:31:30.896 | workflowName: LongRunningWorkflow | activityName: A | iteration: 2] - Executing task
[2023-09-06 15:31:30.896 | workflowName: LongRunningWorkflow | activityName: A | iteration: 2] - Setup results file before task execution
[2023-09-06 15:31:30.897 | workflowName: LongRunningWorkflow | activityName: A | iteration: 2] - Executing task
[2023-09-06 15:31:31.030 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Activity started
[2023-09-06 15:31:31.085 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Creating input ports...
[2023-09-06 15:31:31.051 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Activity started
[2023-09-06 15:31:31.113 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Creating input ports...
[2023-09-06 15:31:31.150 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Created input ports: [{name='IPortB', type='IN', channel='IPortBOPortA'}]
[2023-09-06 15:31:31.151 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Waiting for tokens...
[2023-09-06 15:31:31.188 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Created input ports: [{name='IPortB', type='IN', channel='IPortBOPortA'}]
[2023-09-06 15:31:31.193 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Waiting for tokens...
[2023-09-06 15:31:31.214 | workflowName: LongRunningWorkflow | activityName: A | iteration: 2] - Task execution finished with a running time of: 317ms
[2023-09-06 15:31:31.214 | workflowName: LongRunningWorkflow | activityName: A | iteration: 2] - Collecting task results...
[2023-09-06 15:31:31.217 | workflowName: LongRunningWorkflow | activityName: A | iteration: 2] - Task results collected: [A2]
[2023-09-06 15:31:31.217 | workflowName: LongRunningWorkflow | activityName: A | iteration: 2] - Emit task results...
[2023-09-06 15:31:31.221 | workflowName: LongRunningWorkflow | activityName: A | iteration: 2] - Incrementing workflow iteration...
[2023-09-06 15:31:31.221 | workflowName: LongRunningWorkflow | activityName: A | iteration: 3] - Mapping task arguments...
[2023-09-06 15:31:31.222 | workflowName: LongRunningWorkflow | activityName: A | iteration: 3] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":3}
[2023-09-06 15:31:31.222 | workflowName: LongRunningWorkflow | activityName: A | iteration: 3] - Executing task
[2023-09-06 15:31:31.223 | workflowName: LongRunningWorkflow | activityName: A | iteration: 3] - Setup results file before task execution
[2023-09-06 15:31:31.223 | workflowName: LongRunningWorkflow | activityName: A | iteration: 3] - Executing task
[2023-09-06 15:31:31.255 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@3d74bf60}]
[2023-09-06 15:31:31.256 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Mapping task arguments...
[2023-09-06 15:31:31.283 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Task will be executed with the following arguments: {"arguments":["A2"],"constants":["10","B"],"currentIteration":2}
[2023-09-06 15:31:31.284 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Executing task
[2023-09-06 15:31:31.285 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Setup results file before task execution
[2023-09-06 15:31:31.287 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Executing task
[2023-09-06 15:31:31.249 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Activity started
[2023-09-06 15:31:31.298 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Creating input ports...
[2023-09-06 15:31:31.359 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Created input ports: [{name='IPortB', type='IN', channel='IPortBOPortA'}]
[2023-09-06 15:31:31.362 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Waiting for tokens...
[2023-09-06 15:31:31.321 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Activity started
[2023-09-06 15:31:31.396 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@3d74bf60}]
[2023-09-06 15:31:31.397 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Creating input ports...
[2023-09-06 15:31:31.397 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Mapping task arguments...
[2023-09-06 15:31:31.429 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Task will be executed with the following arguments: {"arguments":["A1"],"constants":["10","B"],"currentIteration":1}
[2023-09-06 15:31:31.431 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Executing task
[2023-09-06 15:31:31.432 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Setup results file before task execution
[2023-09-06 15:31:31.434 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Executing task
[2023-09-06 15:31:31.479 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Created input ports: [{name='IPortB', type='IN', channel='IPortBOPortA'}]
[2023-09-06 15:31:31.481 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Waiting for tokens...
[2023-09-06 15:31:31.540 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@2145b572}]
[2023-09-06 15:31:31.541 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Mapping task arguments...
[2023-09-06 15:31:31.506 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Activity started
[2023-09-06 15:31:31.567 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Creating input ports...
[2023-09-06 15:31:31.569 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Task will be executed with the following arguments: {"arguments":["A0"],"constants":["10","B"],"currentIteration":0}
[2023-09-06 15:31:31.571 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Executing task
[2023-09-06 15:31:31.571 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Setup results file before task execution
[2023-09-06 15:31:31.573 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Executing task
[2023-09-06 15:31:31.573 | workflowName: LongRunningWorkflow | activityName: A | iteration: 3] - Task execution finished with a running time of: 348ms
[2023-09-06 15:31:31.576 | workflowName: LongRunningWorkflow | activityName: A | iteration: 3] - Collecting task results...
[2023-09-06 15:31:31.577 | workflowName: LongRunningWorkflow | activityName: A | iteration: 3] - Task results collected: [A3]
[2023-09-06 15:31:31.578 | workflowName: LongRunningWorkflow | activityName: A | iteration: 3] - Emit task results...
[2023-09-06 15:31:31.583 | workflowName: LongRunningWorkflow | activityName: A | iteration: 3] - Incrementing workflow iteration...
[2023-09-06 15:31:31.583 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Mapping task arguments...
[2023-09-06 15:31:31.584 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":4}
[2023-09-06 15:31:31.585 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Executing task
[2023-09-06 15:31:31.585 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Setup results file before task execution
[2023-09-06 15:31:31.586 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Executing task
[2023-09-06 15:31:31.608 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 3] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@2145b572}]
[2023-09-06 15:31:31.609 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 3] - Mapping task arguments...
[2023-09-06 15:31:31.634 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 3] - Task will be executed with the following arguments: {"arguments":["A3"],"constants":["10","B"],"currentIteration":3}
[2023-09-06 15:31:31.635 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 3] - Executing task
[2023-09-06 15:31:31.636 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 3] - Setup results file before task execution
[2023-09-06 15:31:31.639 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 3] - Executing task
[2023-09-06 15:31:31.656 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Created input ports: [{name='IPortC', type='IN', channel='IPortCOPortB'}]
[2023-09-06 15:31:31.658 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Waiting for tokens...
[2023-09-06 15:31:31.840 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Task execution finished with a running time of: 253ms
[2023-09-06 15:31:31.841 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Collecting task results...
[2023-09-06 15:31:31.842 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Task results collected: [A4]
[2023-09-06 15:31:31.842 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Emit task results...
[2023-09-06 15:31:31.845 | workflowName: LongRunningWorkflow | activityName: A | iteration: 4] - Incrementing workflow iteration...
[2023-09-06 15:31:31.845 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Mapping task arguments...
[2023-09-06 15:31:31.846 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":5}
[2023-09-06 15:31:31.846 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Executing task
[2023-09-06 15:31:31.847 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Setup results file before task execution
[2023-09-06 15:31:31.847 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Executing task
[2023-09-06 15:31:31.865 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@3d74bf60}]
[2023-09-06 15:31:31.866 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Mapping task arguments...
[2023-09-06 15:31:31.882 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Task will be executed with the following arguments: {"arguments":["A4"],"constants":["10","B"],"currentIteration":4}
[2023-09-06 15:31:31.884 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Executing task
[2023-09-06 15:31:31.884 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Setup results file before task execution
[2023-09-06 15:31:31.886 | workflowName: LongRunningWorkflow | activityName: B_replica_5_of_5 | iteration: 4] - Executing task
[2023-09-06 15:31:32.042 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Task execution finished with a running time of: 194ms
[2023-09-06 15:31:32.042 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Collecting task results...
[2023-09-06 15:31:32.043 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Task results collected: [A5]
[2023-09-06 15:31:32.043 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Emit task results...
[2023-09-06 15:31:32.046 | workflowName: LongRunningWorkflow | activityName: A | iteration: 5] - Incrementing workflow iteration...
[2023-09-06 15:31:32.046 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Mapping task arguments...
[2023-09-06 15:31:32.047 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":6}
[2023-09-06 15:31:32.047 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Executing task
[2023-09-06 15:31:32.048 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Setup results file before task execution
[2023-09-06 15:31:32.048 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Executing task
[2023-09-06 15:31:32.244 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Task execution finished with a running time of: 195ms
[2023-09-06 15:31:32.245 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Collecting task results...
[2023-09-06 15:31:32.246 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Task results collected: [A6]
[2023-09-06 15:31:32.246 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Emit task results...
[2023-09-06 15:31:32.249 | workflowName: LongRunningWorkflow | activityName: A | iteration: 6] - Incrementing workflow iteration...
[2023-09-06 15:31:32.249 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Mapping task arguments...
[2023-09-06 15:31:32.250 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":7}
[2023-09-06 15:31:32.250 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Executing task
[2023-09-06 15:31:32.251 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Setup results file before task execution
[2023-09-06 15:31:32.251 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Executing task
[2023-09-06 15:31:32.502 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Task execution finished with a running time of: 251ms
[2023-09-06 15:31:32.503 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Collecting task results...
[2023-09-06 15:31:32.503 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Task results collected: [A7]
[2023-09-06 15:31:32.503 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Emit task results...
[2023-09-06 15:31:32.506 | workflowName: LongRunningWorkflow | activityName: A | iteration: 7] - Incrementing workflow iteration...
[2023-09-06 15:31:32.506 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Mapping task arguments...
[2023-09-06 15:31:32.507 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":8}
[2023-09-06 15:31:32.507 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Executing task
[2023-09-06 15:31:32.508 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Setup results file before task execution
[2023-09-06 15:31:32.508 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Executing task
[2023-09-06 15:31:32.701 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Task execution finished with a running time of: 193ms
[2023-09-06 15:31:32.702 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Collecting task results...
[2023-09-06 15:31:32.703 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Task results collected: [A8]
[2023-09-06 15:31:32.703 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Emit task results...
[2023-09-06 15:31:32.706 | workflowName: LongRunningWorkflow | activityName: A | iteration: 8] - Incrementing workflow iteration...
[2023-09-06 15:31:32.706 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Mapping task arguments...
[2023-09-06 15:31:32.707 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Task will be executed with the following arguments: {"arguments":[],"constants":["0","A"],"currentIteration":9}
[2023-09-06 15:31:32.707 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Executing task
[2023-09-06 15:31:32.708 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Setup results file before task execution
[2023-09-06 15:31:32.708 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Executing task
[2023-09-06 15:31:32.914 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Task execution finished with a running time of: 205ms
[2023-09-06 15:31:32.915 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Collecting task results...
[2023-09-06 15:31:32.916 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Task results collected: [A9]
[2023-09-06 15:31:32.916 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Emit task results...
[2023-09-06 15:31:32.920 | workflowName: LongRunningWorkflow | activityName: A | iteration: 9] - Finished Activity execution with a total lasting time of: 2723ms
[2023-09-06 15:31:41.648 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Task execution finished with a running time of: 10330ms
[2023-09-06 15:31:41.649 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Collecting task results...
[2023-09-06 15:31:41.655 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Task results collected: [A2-B2]
[2023-09-06 15:31:41.656 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Emit task results...
[2023-09-06 15:31:41.657 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:31:41.662 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 2] - Incrementing workflow iteration...
[2023-09-06 15:31:41.663 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 7] - Waiting for tokens...
[2023-09-06 15:31:41.677 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 7] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@31304f14}]
[2023-09-06 15:31:41.678 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 7] - Mapping task arguments...
[2023-09-06 15:31:41.679 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 7] - Task will be executed with the following arguments: {"arguments":["A7"],"constants":["10","B"],"currentIteration":7}
[2023-09-06 15:31:41.679 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 7] - Executing task
[2023-09-06 15:31:41.679 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 7] - Setup results file before task execution
[2023-09-06 15:31:41.681 | workflowName: LongRunningWorkflow | activityName: B_replica_3_of_5 | iteration: 7] - Executing task
[2023-09-06 15:31:41.805 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Task execution finished with a running time of: 10330ms
[2023-09-06 15:31:41.806 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Collecting task results...
[2023-09-06 15:31:41.818 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Task results collected: [A1-B1]
[2023-09-06 15:31:41.819 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Emit task results...
[2023-09-06 15:31:41.821 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:31:41.838 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 1] - Incrementing workflow iteration...
[2023-09-06 15:31:41.840 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 6] - Waiting for tokens...
[2023-09-06 15:31:41.849 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 6] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@31304f14}]
[2023-09-06 15:31:41.850 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 6] - Mapping task arguments...
[2023-09-06 15:31:41.851 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 6] - Task will be executed with the following arguments: {"arguments":["A6"],"constants":["10","B"],"currentIteration":6}
[2023-09-06 15:31:41.852 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 6] - Executing task
[2023-09-06 15:31:41.852 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 6] - Setup results file before task execution
[2023-09-06 15:31:41.855 | workflowName: LongRunningWorkflow | activityName: B_replica_2_of_5 | iteration: 6] - Executing task
[2023-09-06 15:31:41.912 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Task execution finished with a running time of: 10306ms
[2023-09-06 15:31:41.914 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Collecting task results...
[2023-09-06 15:31:41.923 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Task results collected: [A0-B0]
[2023-09-06 15:31:41.924 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Emit task results...
[2023-09-06 15:31:41.926 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:31:41.933 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 0] - Incrementing workflow iteration...
[2023-09-06 15:31:41.935 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 5] - Waiting for tokens...
[2023-09-06 15:31:41.942 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 5] - Received tokens: [InputToken{portName='IPortB', token=isel.meic.tmf.token.Token@5c6648b0}]
[2023-09-06 15:31:41.943 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 5] - Mapping task arguments...
[2023-09-06 15:31:41.944 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 5] - Task will be executed with the following arguments: {"arguments":["A5"],"constants":["10","B"],"currentIteration":5}
[2023-09-06 15:31:41.946 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 5] - Executing task
[2023-09-06 15:31:41.947 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 5] - Setup results file before task execution
[2023-09-06 15:31:41.949 | workflowName: LongRunningWorkflow | activityName: B_replica_1_of_5 | iteration: 5] - Executing task
[2023-09-06 15:31:41.951 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Received tokens: [InputToken{portName='IPortC', token=isel.meic.tmf.token.Token@2145b572}]
[2023-09-06 15:31:41.952 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Mapping task arguments...
[2023-09-06 15:31:41.976 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 3] - Task execution finished with a running time of: 10309ms
[2023-09-06 15:31:41.977 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 3] - Collecting task results...
[2023-09-06 15:31:41.983 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 3] - Task results collected: [A3-B3]
[2023-09-06 15:31:41.985 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 3] - Emit task results...
[2023-09-06 15:31:41.986 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 3] - created output ports [{name='OPortB', type='OUT', channel='IPortCOPortB'}]
[2023-09-06 15:31:41.993 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 3] - Incrementing workflow iteration...
[2023-09-06 15:31:41.994 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Task will be executed with the following arguments: {"arguments":["A0-B0"],"constants":["0","C","LongRunningWorkflowResults.txt"],"currentIteration":0}
[2023-09-06 15:31:41.994 | workflowName: LongRunningWorkflow | activityName: B_replica_4_of_5 | iteration: 8] - Waiting for tokens...
[2023-09-06 15:31:41.995 | workflowName: LongRunningWorkflow | activityName: C | iteration: 0] - Executing task
